Task_ID,Task_Name,Priority,Deadline,Estimated_Time,Task_Type,Dependency,Employee_ID,Completion_Status,Urgency_Score,Days_Left,Normalized_Urgency,Dependency_Count,Status
600,Analysis - Database Migration,2,30-09-2025,3,Analysis,194,566,Incomplete,5,141,0.5,3,Pending
451,Meeting - Retrospective,3,29-04-2025,4,Meeting,"336,311,184",177,Incomplete,5,13,0.5,1,Overdue
1738,Planning - Roadmap,2,11-08-2025,4,Planning,,142,Incomplete,1,91,0.1,0,Pending
1824,Analysis - API Optimization,2,17-11-2025,1,Analysis,"1607,348",162,Incomplete,7,189,0.7,0,Pending
1976,Analysis - Code Refactoring,1,03-08-2025,7,Analysis,"1921,1433",306,Incomplete,8,83,0.8,1,Pending
4,Planning - Progress Review,2,28-06-2025,5,Planning,,104,Incomplete,5,75,0.5,1,Pending
601,Analysis - Code Refactoring,3,12-01-2026,3,Analysis,,228,Incomplete,2,245,0.2,3,Pending
3599,Meeting - Sprint Planning,3,30-07-2025,7,Meeting,"2268,836,792",139,Incomplete,2,79,0.2,3,Pending
4564,Analysis - Performance Tuning,2,19-04-2025,8,Analysis,,598,Incomplete,8,23,0.8,1,Overdue
1631,Meeting - Sprint Planning,1,14-12-2025,3,Meeting,"356,1507",139,Incomplete,6,216,0.6,0,Pending
406,Review - Thesis Chapter,3,28-09-2025,7,Review,"102,146",312,Complete,3,139,0.3,2,Complete
1498,Meeting - Retrospective,2,27-08-2025,4,Meeting,"793,421,170",333,Incomplete,9,107,0.9,3,Pending
4662,Meeting - Retrospective,1,25-12-2025,4,Meeting,1570,536,Complete,10,227,1.0,2,Complete
1968,Meeting - Sprint Planning,3,18-01-2026,2,Meeting,1240,365,Incomplete,2,251,0.2,2,Pending
152,Meeting - Sprint Planning,1,25-11-2025,4,Meeting,,371,Complete,5,197,0.5,1,Complete
2075,Review - Experiment Design,1,12-02-2026,7,Review,,341,Incomplete,8,276,0.8,0,Pending
2142,Meeting - Client Call,1,20-03-2026,8,Meeting,"866,900",201,Complete,9,312,0.9,2,Complete
2586,Review - Research Paper,2,27-05-2025,7,Review,1582,568,Complete,7,15,0.7,0,Complete
4814,Meeting - Retrospective,3,27-11-2025,3,Meeting,"4564,3291",278,Incomplete,2,199,0.2,0,Pending
2500,Analysis - Database Migration,1,13-06-2025,3,Analysis,"241,1964,860",188,Complete,8,32,0.8,0,Complete
2170,Planning - Resource Allocation,3,18-08-2025,1,Planning,628,353,Incomplete,9,98,0.9,3,Pending
4636,Review - Documentation,2,17-06-2025,1,Review,"1192,3445,3947",361,Complete,7,36,0.7,3,Complete
4629,Analysis - API Optimization,2,12-09-2025,2,Analysis,"2574,2997",439,Incomplete,1,123,0.1,2,Pending
3846,Planning - Budget Report,2,10-03-2026,5,Planning,,213,Incomplete,1,302,0.1,3,Pending
31,Meeting - General Task,2,17-04-2025,2,Meeting,,131,Incomplete,2,0,0.2,1,Overdue
718,Analysis - Performance Tuning,2,05-05-2025,4,Analysis,"234,507,310",271,Incomplete,4,7,0.4,0,Overdue
3772,Review - Thesis Chapter,1,23-05-2025,2,Review,"1548,2528,3385",158,Incomplete,2,11,0.2,1,Pending
2667,Analysis - Performance Tuning,3,14-07-2025,5,Analysis,"2576,592",178,Complete,6,63,0.6,2,Complete
1909,Planning - Resource Allocation,3,26-11-2025,6,Planning,,409,Complete,3,198,0.3,1,Complete
4128,Planning - Budget Report,1,04-06-2025,1,Planning,"1901,2485",577,Incomplete,4,23,0.4,3,Pending
1045,Review - Research Paper,3,30-08-2025,4,Review,"351,677,1002",517,Incomplete,10,110,1.0,2,Pending
2910,Analysis - Code Refactoring,3,01-02-2026,6,Analysis,,322,Incomplete,4,265,0.4,1,Pending
1891,Planning - Resource Allocation,2,29-05-2025,7,Planning,"743,538",392,Incomplete,6,17,0.6,1,Pending
2465,Planning - Progress Review,3,04-02-2026,8,Planning,,216,Complete,6,268,0.6,1,Complete
3148,Meeting - Sprint Planning,2,08-03-2026,1,Meeting,"1518,2407",468,Incomplete,9,300,0.9,1,Pending
2582,Analysis - Performance Tuning,2,15-03-2026,7,Analysis,2382,212,Incomplete,9,307,0.9,2,Pending
1814,Review - Thesis Chapter,1,09-01-2026,8,Review,1545,551,Incomplete,9,242,0.9,2,Pending
1951,Analysis - Performance Tuning,3,01-02-2026,1,Analysis,25,203,Incomplete,9,265,0.9,1,Pending
3231,Planning - Roadmap,2,05-04-2025,8,Planning,"2589,216",332,Incomplete,7,37,0.7,1,Overdue
3591,Meeting - Team Sync,2,11-09-2025,7,Meeting,2187,244,Incomplete,9,122,0.9,1,Pending
284,Meeting - Sprint Planning,1,27-11-2025,6,Meeting,"59,81",293,Complete,9,199,0.9,2,Complete
255,Meeting - Retrospective,2,01-06-2025,6,Meeting,,112,Complete,4,20,0.4,2,Complete
4970,Meeting - Team Sync,3,03-11-2025,2,Meeting,3824,541,Complete,3,175,0.3,3,Complete
4207,Planning - Resource Allocation,2,08-06-2025,8,Planning,"1596,1576,3177",441,Complete,3,27,0.3,1,Complete
3084,Planning - Resource Allocation,1,05-03-2026,1,Planning,2148,320,Incomplete,3,297,0.3,0,Pending
3117,Analysis - Performance Tuning,3,16-02-2026,3,Analysis,"1017,2154",200,Incomplete,6,280,0.6,1,Pending
1993,Analysis - API Optimization,2,22-12-2025,6,Analysis,"1479,1486,870",412,Incomplete,1,224,0.1,2,Pending
4318,Planning - Resource Allocation,3,11-10-2025,1,Planning,"2163,3764",378,Complete,8,152,0.8,3,Complete
2378,Meeting - Client Call,1,31-01-2026,7,Meeting,"1561,1589,2286",129,Incomplete,2,264,0.2,2,Pending
2272,Planning - Budget Report,1,23-09-2025,2,Planning,"1661,1709,1070",222,Incomplete,4,134,0.4,3,Pending
3196,Review - Experiment Design,3,12-09-2025,8,Review,,120,Incomplete,10,123,1.0,1,Pending
2583,Review - Documentation,2,04-08-2025,3,Review,,503,Complete,6,84,0.6,0,Complete
441,Analysis - API Optimization,1,18-03-2026,5,Analysis,"205,431,433",210,Incomplete,3,310,0.3,1,Pending
20,Planning - Team Meeting,1,24-04-2025,1,Planning,,120,Complete,1,0,0.1,1,Overdue
2163,Review - Thesis Chapter,3,06-04-2025,1,Review,,191,Incomplete,1,36,0.1,1,Overdue
3419,Review - Thesis Chapter,1,01-10-2025,7,Review,,506,Incomplete,7,142,0.7,0,Pending
3566,Review - Experiment Design,2,27-05-2025,5,Review,,348,Incomplete,8,15,0.8,3,Pending
2704,Review - Experiment Design,1,07-04-2025,7,Review,"1604,794,2264",252,Incomplete,9,35,0.9,1,Overdue
4652,Review - Thesis Chapter,2,24-05-2025,2,Review,"4594,1220",548,Incomplete,4,12,0.4,0,Pending
1795,Review - Research Paper,2,20-10-2025,7,Review,"571,877,1622",392,Incomplete,7,161,0.7,1,Pending
225,Planning - Roadmap,3,01-04-2025,1,Planning,76,200,Incomplete,6,41,0.6,0,Overdue
1049,Planning - Roadmap,3,09-09-2025,4,Planning,"235,355,757",173,Complete,4,120,0.4,3,Complete
523,Analysis - Performance Tuning,1,08-02-2026,1,Analysis,"180,243",441,Incomplete,7,272,0.7,2,Pending
660,Analysis - Database Migration,3,17-12-2025,3,Analysis,,579,Incomplete,7,219,0.7,1,Pending
4828,Analysis - Performance Tuning,2,09-09-2025,6,Analysis,"4762,990",110,Incomplete,10,120,1.0,0,Pending
4451,Analysis - Performance Tuning,1,26-09-2025,6,Analysis,,102,Incomplete,1,137,0.1,0,Pending
295,Analysis - Code Refactoring,2,05-03-2026,4,Analysis,"273,6",443,Incomplete,3,297,0.3,0,Pending
1529,Review - Research Paper,3,26-03-2026,6,Review,"335,1313",548,Incomplete,4,318,0.4,3,Pending
1379,Meeting - Sprint Planning,2,29-09-2025,3,Meeting,,599,Incomplete,3,140,0.3,2,Pending
894,Meeting - Team Sync,2,14-11-2025,8,Meeting,"46,880",259,Complete,5,186,0.5,2,Complete
2093,Review - Experiment Design,3,06-10-2025,1,Review,"1661,1333,1393",487,Incomplete,4,147,0.4,3,Pending
3722,Analysis - Code Refactoring,2,17-07-2025,5,Analysis,3358,103,Complete,2,66,0.2,0,Complete
4668,Review - Thesis Chapter,1,20-01-2026,1,Review,"1221,320",399,Complete,3,253,0.3,0,Complete
2135,Planning - Progress Review,3,24-08-2025,2,Planning,,190,Complete,5,104,0.5,1,Complete
1494,Review - Documentation,2,05-11-2025,5,Review,"560,1169",561,Incomplete,1,177,0.1,3,Pending
1577,Review - Research Paper,3,22-09-2025,4,Review,"190,398,1043",171,Incomplete,4,133,0.4,2,Pending
2202,Planning - Progress Review,2,18-10-2025,7,Planning,"1854,388,74",115,Incomplete,8,159,0.8,0,Pending
4271,Review - Experiment Design,3,16-09-2025,7,Review,,143,Complete,8,127,0.8,0,Complete
803,Review - Research Paper,1,26-02-2026,8,Review,"575,162",253,Complete,6,290,0.6,2,Complete
538,Review - Research Paper,1,14-06-2025,8,Review,91,310,Incomplete,3,33,0.3,1,Pending
2559,Meeting - Team Sync,3,07-06-2025,4,Meeting,,144,Incomplete,3,26,0.3,2,Pending
4327,Planning - Progress Review,1,15-02-2026,5,Planning,4069,386,Incomplete,9,279,0.9,3,Pending
3595,Planning - Roadmap,2,07-02-2026,8,Planning,,487,Complete,7,271,0.7,3,Complete
4779,Meeting - Retrospective,1,07-08-2025,7,Meeting,1158,268,Incomplete,6,87,0.6,1,Pending
1369,Review - Thesis Chapter,1,07-12-2025,3,Review,"501,1341,387",532,Complete,4,209,0.4,2,Complete
2565,Review - Documentation,3,10-07-2025,5,Review,,411,Complete,4,59,0.4,1,Complete
477,Review - Research Paper,3,28-10-2025,3,Review,"279,50,404",232,Incomplete,10,169,1.0,3,Pending
1660,Meeting - Sprint Planning,3,09-04-2025,2,Meeting,"1068,1543,1409",478,Incomplete,9,33,0.9,3,Overdue
2239,Review - Experiment Design,2,17-01-2026,8,Review,"349,2209,1385",457,Incomplete,7,250,0.7,1,Pending
1690,Meeting - Sprint Planning,1,20-03-2026,6,Meeting,"611,859",400,Complete,2,312,0.2,0,Complete
4191,Planning - Roadmap,1,22-09-2025,1,Planning,,337,Incomplete,8,133,0.8,3,Pending
1138,Planning - Progress Review,3,20-05-2025,2,Planning,"63,643,1124",491,Incomplete,9,8,0.9,0,Pending
546,Analysis - Code Refactoring,3,05-03-2026,4,Analysis,"391,152",329,Complete,8,297,0.8,0,Complete
3624,Planning - Budget Report,2,02-11-2025,3,Planning,"1710,2681",257,Incomplete,1,174,0.1,2,Pending
508,Analysis - API Optimization,3,17-09-2025,7,Analysis,"450,50",540,Incomplete,5,128,0.5,1,Pending
3441,Analysis - Code Refactoring,1,08-01-2026,5,Analysis,1811,579,Incomplete,3,241,0.3,0,Pending
4672,Analysis - Code Refactoring,2,13-09-2025,2,Analysis,"711,2085",315,Incomplete,10,124,1.0,0,Pending
3216,Planning - Roadmap,3,05-12-2025,3,Planning,,383,Complete,7,207,0.7,1,Complete
4148,Planning - Roadmap,2,11-06-2025,3,Planning,"3141,1214,1906",313,Incomplete,10,30,1.0,0,Pending
3854,Review - Research Paper,3,14-04-2025,4,Review,"3345,1360",332,Incomplete,2,28,0.2,2,Overdue
1503,Review - Documentation,2,06-12-2025,5,Review,,223,Complete,7,208,0.7,0,Complete
4072,Review - Research Paper,1,10-07-2025,6,Review,"978,1177,2655",278,Incomplete,3,59,0.3,0,Pending
2430,Planning - Budget Report,2,27-06-2025,1,Planning,,560,Incomplete,10,46,1.0,1,Pending
4892,Meeting - Team Sync,2,26-04-2025,5,Meeting,1677,274,Incomplete,1,16,0.1,0,Overdue
571,Review - Experiment Design,3,15-03-2026,5,Review,"233,516",275,Incomplete,2,307,0.2,1,Pending
289,Planning - Budget Report,3,03-02-2026,8,Planning,"275,215,151",189,Complete,4,267,0.4,0,Complete
4245,Analysis - Code Refactoring,3,14-07-2025,7,Analysis,,528,Incomplete,10,63,1.0,0,Pending
4414,Analysis - Database Migration,2,31-05-2025,8,Analysis,"1276,3848",111,Complete,10,19,1.0,0,Complete
3558,Review - Research Paper,3,22-04-2025,5,Review,873,267,Incomplete,7,20,0.7,1,Overdue
3994,Meeting - Sprint Planning,3,16-10-2025,5,Meeting,,599,Complete,4,157,0.4,0,Complete
4059,Meeting - Sprint Planning,2,21-05-2025,1,Meeting,,184,Complete,1,9,0.1,3,Complete
4566,Review - Documentation,1,22-05-2025,4,Review,,147,Incomplete,5,10,0.5,3,Pending
491,Meeting - Retrospective,2,13-02-2026,1,Meeting,"53,203,258",191,Incomplete,1,277,0.1,1,Pending
4345,Meeting - Client Call,3,17-02-2026,2,Meeting,"1951,2986",303,Incomplete,2,281,0.2,1,Pending
4853,Meeting - Team Sync,2,15-11-2025,3,Meeting,2769,281,Incomplete,2,187,0.2,0,Pending
33,Analysis - Database Migration,3,28-04-2025,4,Analysis,,133,Incomplete,4,0,0.4,1,Overdue
2492,Meeting - Sprint Planning,3,26-01-2026,1,Meeting,"1128,1078",212,Incomplete,6,259,0.6,0,Pending
2108,Meeting - Team Sync,2,22-09-2025,8,Meeting,,275,Incomplete,6,133,0.6,1,Pending
3649,Meeting - Sprint Planning,1,27-11-2025,2,Meeting,"991,3066",259,Incomplete,9,199,0.9,1,Pending
210,Review - Research Paper,1,31-10-2025,8,Review,,569,Incomplete,7,172,0.7,3,Pending
1766,Analysis - API Optimization,1,28-10-2025,1,Analysis,"479,924",462,Incomplete,4,169,0.4,1,Pending
3438,Analysis - Database Migration,1,30-05-2025,2,Analysis,"3159,679,2260",296,Incomplete,4,18,0.4,0,Pending
1423,Planning - Progress Review,3,07-02-2026,5,Planning,,367,Complete,6,271,0.6,3,Complete
4686,Review - Research Paper,2,17-06-2025,3,Review,,328,Incomplete,6,36,0.6,0,Pending
1483,Review - Research Paper,1,26-01-2026,3,Review,"848,1419",179,Incomplete,5,259,0.5,2,Pending
127,Analysis - Code Refactoring,3,23-10-2025,3,Analysis,58,574,Complete,9,164,0.9,1,Complete
4339,Review - Research Paper,1,18-05-2025,8,Review,2009,329,Incomplete,4,6,0.4,0,Pending
104,Analysis - Performance Tuning,2,12-12-2025,3,Analysis,"20,73",367,Incomplete,5,214,0.5,0,Pending
91,Meeting - General Task,2,17-04-2025,2,Meeting,,191,Incomplete,2,0,0.2,1,Overdue
3322,Analysis - API Optimization,1,23-05-2025,4,Analysis,"1103,1206,419",366,Complete,6,11,0.6,0,Complete
4199,Review - Documentation,2,05-11-2025,5,Review,,201,Incomplete,3,177,0.3,2,Pending
3885,Planning - Roadmap,3,02-05-2025,2,Planning,,496,Incomplete,2,10,0.2,3,Overdue
1978,Planning - Progress Review,2,03-11-2025,1,Planning,"1736,1961",374,Incomplete,1,175,0.1,0,Pending
914,Meeting - Retrospective,1,29-05-2025,8,Meeting,44,406,Complete,5,17,0.5,1,Complete
1979,Review - Experiment Design,3,09-10-2025,1,Review,,143,Incomplete,2,150,0.2,0,Pending
2935,Meeting - Client Call,1,04-12-2025,3,Meeting,2652,257,Complete,5,206,0.5,1,Complete
2047,Analysis - Database Migration,2,10-11-2025,3,Analysis,1908,384,Complete,3,182,0.3,2,Complete
307,Planning - Resource Allocation,3,03-08-2025,4,Planning,"111,223",151,Complete,1,83,0.1,3,Complete
3550,Review - Experiment Design,1,24-01-2026,8,Review,"2137,258",485,Incomplete,7,257,0.7,3,Pending
3953,Analysis - Code Refactoring,2,14-10-2025,3,Analysis,"3806,1453,2756",110,Complete,2,155,0.2,2,Complete
4982,Analysis - Performance Tuning,2,24-02-2026,2,Analysis,"2030,3572",255,Incomplete,10,288,1.0,2,Pending
2471,Analysis - API Optimization,2,23-03-2026,2,Analysis,"1026,79",467,Incomplete,6,315,0.6,0,Pending
2806,Analysis - Database Migration,3,09-10-2025,4,Analysis,"311,2102,215",161,Incomplete,4,150,0.4,1,Pending
1727,Analysis - Database Migration,1,21-08-2025,6,Analysis,,552,Incomplete,7,101,0.7,1,Pending
3417,Review - Research Paper,2,05-10-2025,3,Review,"235,2724",177,Incomplete,5,146,0.5,0,Pending
1973,Analysis - Database Migration,3,24-08-2025,7,Analysis,1711,541,Complete,8,104,0.8,2,Complete
4893,Meeting - Sprint Planning,2,22-06-2025,8,Meeting,,553,Complete,6,41,0.6,0,Complete
766,Meeting - Client Call,1,20-07-2025,4,Meeting,,390,Complete,3,69,0.3,1,Complete
3059,Review - Experiment Design,2,22-01-2026,7,Review,"2134,878,1577",486,Complete,3,255,0.3,3,Complete
3073,Meeting - Retrospective,3,17-09-2025,7,Meeting,"2218,1683,1608",212,Incomplete,7,128,0.7,3,Pending
1820,Meeting - Team Sync,1,09-04-2025,8,Meeting,"1741,790",108,Incomplete,8,33,0.8,2,Overdue
81,Analysis - Code Refactoring,3,28-04-2025,2,Analysis,,181,Incomplete,2,0,0.2,1,Overdue
1218,Planning - Resource Allocation,2,10-09-2025,2,Planning,"1077,211,38",596,Complete,1,121,0.1,1,Complete
4563,Analysis - Code Refactoring,1,06-10-2025,8,Analysis,"1540,2815,2754",337,Incomplete,2,147,0.2,2,Pending
2973,Planning - Budget Report,3,10-05-2025,2,Planning,2208,401,Incomplete,1,2,0.1,1,Overdue
1018,Planning - Resource Allocation,2,28-03-2026,7,Planning,"260,489",174,Incomplete,1,320,0.1,0,Pending
4342,Planning - Roadmap,2,01-09-2025,1,Planning,"3625,1026",276,Complete,3,112,0.3,2,Complete
3950,Analysis - Code Refactoring,2,24-06-2025,7,Analysis,"2809,635,1283",329,Incomplete,6,43,0.6,3,Pending
4829,Planning - Roadmap,1,28-07-2025,1,Planning,557,391,Incomplete,1,77,0.1,3,Pending
3858,Analysis - Performance Tuning,1,06-02-2026,8,Analysis,"2834,1150",322,Incomplete,4,270,0.4,0,Pending
4476,Planning - Roadmap,1,07-12-2025,5,Planning,,160,Incomplete,2,209,0.2,0,Pending
849,Review - Research Paper,2,03-03-2026,1,Review,"291,768",381,Complete,10,295,1.0,1,Complete
76,Planning - Budget Report,2,24-04-2025,2,Planning,,176,Incomplete,7,0,0.7,1,Overdue
3118,Review - Research Paper,2,11-10-2025,7,Review,"1797,2216,2004",399,Complete,4,152,0.4,1,Complete
2579,Planning - Budget Report,1,29-01-2026,3,Planning,,214,Incomplete,9,262,0.9,3,Pending
1182,Meeting - Team Sync,2,27-05-2025,7,Meeting,"971,590",316,Incomplete,3,15,0.3,2,Pending
2669,Meeting - Retrospective,3,03-06-2025,1,Meeting,1194,170,Incomplete,6,22,0.6,2,Pending
468,Meeting - Sprint Planning,3,01-02-2026,1,Meeting,"445,167",205,Incomplete,1,265,0.1,1,Pending
1376,Planning - Progress Review,1,14-10-2025,6,Planning,"86,94",242,Incomplete,1,155,0.1,1,Pending
2087,Meeting - Team Sync,2,11-10-2025,1,Meeting,396,105,Incomplete,1,152,0.1,2,Pending
1243,Meeting - Sprint Planning,2,01-04-2025,1,Meeting,,353,Incomplete,3,41,0.3,0,Overdue
3330,Planning - Roadmap,2,14-07-2025,4,Planning,3173,258,Complete,7,63,0.7,1,Complete
4935,Review - Research Paper,1,28-10-2025,7,Review,"3431,3896,24",204,Incomplete,8,169,0.8,2,Pending
1457,Planning - Progress Review,1,11-09-2025,6,Planning,,490,Incomplete,9,122,0.9,1,Pending
1556,Review - Thesis Chapter,2,16-02-2026,6,Review,"1355,1,1329",473,Complete,5,280,0.5,1,Complete
2390,Review - Documentation,1,26-04-2025,6,Review,,530,Incomplete,6,16,0.6,2,Overdue
1975,Review - Documentation,1,06-10-2025,2,Review,"131,1129,246",438,Complete,4,147,0.4,1,Complete
1589,Review - Experiment Design,1,18-03-2026,6,Review,741,561,Incomplete,5,310,0.5,3,Pending
3449,Planning - Roadmap,2,03-12-2025,6,Planning,307,443,Complete,9,205,0.9,2,Complete
2429,Analysis - Performance Tuning,2,24-09-2025,4,Analysis,1600,598,Complete,7,135,0.7,3,Complete
3289,Analysis - Database Migration,1,22-12-2025,6,Analysis,"754,561,937",204,Incomplete,3,224,0.3,1,Pending
1621,Meeting - Client Call,3,06-04-2025,2,Meeting,695,212,Incomplete,8,36,0.8,3,Overdue
162,Review - Research Paper,2,11-08-2025,2,Review,48,423,Incomplete,7,91,0.7,2,Pending
14,Review - Experiment Design,1,28-06-2025,5,Review,,114,Complete,5,75,0.5,1,Pending
1857,Planning - Budget Report,1,13-06-2025,1,Planning,"597,374",522,Incomplete,6,32,0.6,2,Pending
2361,Analysis - Code Refactoring,1,20-10-2025,1,Analysis,1013,285,Complete,1,161,0.1,2,Complete
1372,Meeting - Sprint Planning,3,08-09-2025,8,Meeting,"1344,318",497,Incomplete,5,119,0.5,0,Pending
2066,Analysis - Database Migration,2,15-02-2026,2,Analysis,"689,1992,1562",382,Incomplete,8,279,0.8,0,Pending
2487,Planning - Progress Review,1,01-10-2025,5,Planning,2233,377,Incomplete,8,142,0.8,1,Pending
4533,Review - Research Paper,1,22-05-2025,5,Review,"637,2756",428,Incomplete,6,10,0.6,1,Pending
2350,Planning - Resource Allocation,1,05-04-2025,5,Planning,"934,886,748",569,Incomplete,3,37,0.3,0,Overdue
2454,Review - Research Paper,3,27-08-2025,5,Review,"1953,949",496,Complete,6,107,0.6,0,Complete
2608,Review - Research Paper,3,10-05-2025,8,Review,242,128,Incomplete,1,2,0.1,3,Overdue
3421,Planning - Roadmap,1,08-11-2025,5,Planning,"3342,72,1521",575,Incomplete,4,180,0.4,1,Pending
3416,Review - Thesis Chapter,1,19-03-2026,8,Review,2031,352,Complete,9,311,0.9,0,Complete
3532,Meeting - Client Call,2,18-05-2025,5,Meeting,,452,Complete,3,6,0.3,3,Complete
2998,Review - Research Paper,3,26-01-2026,4,Review,"772,1891,762",196,Incomplete,4,259,0.4,3,Pending
2357,Analysis - Performance Tuning,2,15-04-2025,3,Analysis,"39,506,1484",141,Incomplete,4,27,0.4,2,Overdue
2005,Review - Documentation,1,14-04-2025,6,Review,"1611,722",194,Incomplete,2,28,0.2,1,Overdue
3430,Analysis - Database Migration,3,26-10-2025,2,Analysis,"1013,866",540,Complete,9,167,0.9,3,Complete
2699,Analysis - Code Refactoring,1,07-11-2025,7,Analysis,"1075,235,1417",176,Incomplete,8,179,0.8,3,Pending
3234,Review - Experiment Design,3,10-03-2026,6,Review,,134,Complete,4,302,0.4,3,Complete
2624,Analysis - API Optimization,2,20-10-2025,8,Analysis,"344,784,1501",217,Incomplete,7,161,0.7,0,Pending
3724,Meeting - Retrospective,2,14-03-2026,8,Meeting,,407,Complete,4,306,0.4,1,Complete
1270,Meeting - Sprint Planning,2,04-03-2026,3,Meeting,,450,Incomplete,1,296,0.1,1,Pending
2580,Planning - Resource Allocation,2,16-03-2026,8,Planning,,259,Complete,7,308,0.7,2,Complete
3295,Meeting - Team Sync,2,06-01-2026,1,Meeting,"1501,3269",265,Incomplete,8,239,0.8,1,Pending
3381,Review - Research Paper,1,14-02-2026,3,Review,"1519,2906",554,Incomplete,5,278,0.5,2,Pending
1649,Review - Research Paper,2,18-07-2025,6,Review,1617,319,Incomplete,3,67,0.3,2,Pending
3263,Planning - Budget Report,1,26-01-2026,3,Planning,,585,Incomplete,3,259,0.3,0,Pending
4377,Review - Experiment Design,2,16-01-2026,5,Review,"2915,3980",248,Complete,6,249,0.6,2,Complete
1472,Meeting - Client Call,3,07-12-2025,4,Meeting,1040,246,Incomplete,9,209,0.9,3,Pending
1192,Meeting - Sprint Planning,1,02-05-2025,2,Meeting,,269,Incomplete,4,10,0.4,1,Overdue
1285,Analysis - Database Migration,3,27-03-2026,5,Analysis,"684,1180",262,Incomplete,10,319,1.0,0,Pending
1562,Review - Experiment Design,3,04-05-2025,5,Review,"57,94,1272",448,Incomplete,7,8,0.7,0,Overdue
1293,Review - Experiment Design,1,17-06-2025,5,Review,227,295,Incomplete,6,36,0.6,0,Pending
3146,Review - Documentation,2,10-06-2025,8,Review,,390,Incomplete,4,29,0.4,1,Pending
259,Analysis - API Optimization,3,31-08-2025,3,Analysis,84,404,Incomplete,2,111,0.2,1,Pending
846,Meeting - Team Sync,3,08-08-2025,6,Meeting,"45,764",435,Incomplete,10,88,1.0,0,Pending
334,Analysis - Database Migration,2,17-08-2025,8,Analysis,"166,314,124",201,Incomplete,1,97,0.1,0,Pending
4242,Review - Documentation,2,21-01-2026,8,Review,"2381,3761",488,Complete,5,254,0.5,0,Complete
1074,Analysis - Performance Tuning,1,01-07-2025,5,Analysis,734,476,Incomplete,9,50,0.9,0,Pending
1142,Meeting - Team Sync,2,25-06-2025,6,Meeting,,497,Incomplete,9,44,0.9,1,Pending
3691,Analysis - API Optimization,2,26-02-2026,2,Analysis,,178,Incomplete,5,290,0.5,2,Pending
1864,Review - Research Paper,2,22-09-2025,3,Review,,593,Complete,10,133,1.0,3,Complete
3021,Review - Documentation,2,12-02-2026,5,Review,"2584,913",562,Complete,5,276,0.5,2,Complete
486,Meeting - Sprint Planning,3,03-11-2025,1,Meeting,"478,434,269",354,Complete,9,175,0.9,2,Complete
1702,Review - Thesis Chapter,1,04-05-2025,3,Review,,357,Incomplete,1,8,0.1,2,Overdue
3257,Review - Documentation,3,07-09-2025,7,Review,,486,Incomplete,3,118,0.3,1,Pending
4642,Meeting - Sprint Planning,2,01-04-2026,2,Meeting,"4345,2172,2487",495,Incomplete,10,324,1.0,3,Pending
2059,Analysis - API Optimization,2,15-10-2025,8,Analysis,324,506,Incomplete,3,156,0.3,0,Pending
2609,Review - Research Paper,1,16-05-2025,6,Review,"924,777",529,Complete,8,4,0.8,1,Complete
3388,Planning - Budget Report,2,14-04-2025,1,Planning,,243,Incomplete,5,28,0.5,2,Overdue
3379,Planning - Roadmap,2,10-03-2026,4,Planning,507,555,Incomplete,8,302,0.8,1,Pending
2678,Meeting - Retrospective,3,02-09-2025,8,Meeting,2648,299,Incomplete,2,113,0.2,3,Pending
4731,Meeting - Client Call,1,21-02-2026,5,Meeting,487,443,Complete,8,285,0.8,1,Complete
173,Analysis - Performance Tuning,2,03-11-2025,6,Analysis,"162,82",133,Incomplete,4,175,0.4,0,Pending
4289,Meeting - Client Call,2,10-01-2026,2,Meeting,2177,439,Complete,7,243,0.7,2,Complete
2479,Meeting - Client Call,3,02-11-2025,6,Meeting,2205,423,Complete,2,174,0.2,1,Complete
4407,Planning - Roadmap,1,06-11-2025,5,Planning,"1969,122,3181",172,Incomplete,1,178,0.1,0,Pending
935,Analysis - Database Migration,3,06-10-2025,1,Analysis,"838,739,344",322,Incomplete,6,147,0.6,0,Pending
4994,Review - Experiment Design,2,22-10-2025,1,Review,"191,1356,4835",307,Incomplete,8,163,0.8,2,Pending
860,Review - Research Paper,2,07-01-2026,8,Review,,324,Incomplete,7,240,0.7,3,Pending
743,Review - Thesis Chapter,3,18-10-2025,2,Review,"682,402,566",381,Incomplete,5,159,0.5,2,Pending
3699,Planning - Roadmap,1,19-06-2025,7,Planning,"303,567",359,Complete,10,38,1.0,1,Complete
1322,Planning - Progress Review,2,16-10-2025,3,Planning,,571,Incomplete,6,157,0.6,0,Pending
3832,Review - Research Paper,2,02-02-2026,1,Review,2679,304,Incomplete,8,266,0.8,3,Pending
843,Analysis - Code Refactoring,1,15-07-2025,1,Analysis,"201,512,592",508,Incomplete,3,64,0.3,0,Pending
1499,Analysis - API Optimization,3,21-04-2025,6,Analysis,"386,1340,661",295,Incomplete,5,21,0.5,0,Overdue
4884,Meeting - Retrospective,3,17-07-2025,5,Meeting,"2429,2416,2381",432,Complete,6,66,0.6,2,Complete
2205,Analysis - Database Migration,3,13-06-2025,8,Analysis,"878,170,1772",163,Incomplete,3,32,0.3,2,Pending
4022,Meeting - Sprint Planning,3,03-03-2026,3,Meeting,"3369,3022",592,Incomplete,1,295,0.1,2,Pending
558,Meeting - Sprint Planning,1,07-08-2025,7,Meeting,141,569,Complete,7,87,0.7,1,Complete
